,avgoktas,coolingdegreedays,coolingdegreedaysnormal,date.ampm,date.day,date.epoch,date.hour,date.iso8601,date.min,date.month,date.monthname,date.monthname_short,date.pretty,date.rfc822,date.sec,date.tz_long,date.tz_offset_hours,date.tz_offset_text,date.tz_short,date.weekday,date.weekday_short,date.yday,date.year,dewpoint,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,icon,max_dewpoint,max_humidity,max_pressure,max_temperature,max_temperature_normal,max_temperature_record,max_temperature_record_year,max_visibility,max_wind_speed,min_dewpoint,min_humidity,min_pressure,min_temperature,min_temperature_normal,min_temperature_record,min_temperature_record_year,min_visibility,min_wind_speed,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodateprecipitation,monthtodateprecipitationnormal,monthtodatesnowfall,precip,precipnormal,preciprecord,preciprecordyear,precipsource,pressure,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1janprecipitation,since1janprecipitationnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfall,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepth,snowfall,temperature,temperature_normal,thunder,tornado,visibility,wind_dir,wind_dir_degrees,wind_speed
232,7.0,7,,PM,21,998366400,12,2001-08-21T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 21, 2001","Tue, 21 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,232,2001,69,0,22,0,0,,,rain,72,94,29.95,78,83,100,2016,6.0,7,64,78,29.77,66,69,64,1999,1.0,0,,,,,,,,0.0,0.1,0.0,2018,,29.86,1,,,,,,,,,,,,0,,0.0,72,,0,0,4.0,,,2
233,7.0,12,,PM,22,998452800,12,2001-08-22T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 22, 2001","Wed, 22 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,233,2001,67,0,27,0,0,,,rain,72,94,29.83,86,83,100,2016,6.0,11,64,48,29.74,68,69,62,1999,6.0,0,,,,,,,,0.0,0.1,0.0,2018,,29.79,1,,,,,,,,,,,,0,,0.0,77,,0,0,6.0,,,5
234,5.0,12,,PM,23,998539200,12,2001-08-23T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 23, 2001","Thu, 23 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,234,2001,69,0,26,0,0,,,partlysunny,72,94,29.8,87,83,100,2016,6.0,4,64,52,29.65,66,69,66,1999,4.0,0,,,,,,,,0.0,0.11,0.0,2018,,29.73,0,,,,,,,,,,,,0,,0.0,76,,0,0,6.0,,,2
235,7.0,12,,PM,24,998625600,12,2001-08-24T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 24, 2001","Fri, 24 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,235,2001,69,0,28,0,0,,,rain,72,94,29.8,86,83,98,2013,6.0,9,66,51,29.71,69,69,66,2010,1.0,0,,,,,,,,0.0,0.1,0.0,2018,,29.75,1,,,,,,,,,,,,0,,0.0,78,,0,0,4.0,,,3
236,7.0,14,,PM,25,998712000,12,2001-08-25T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 25, 2001","Sat, 25 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,236,2001,70,0,29,0,0,,,mostlycloudy,72,94,29.86,87,83,98,2016,6.0,9,68,55,29.77,71,69,64,1999,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,29.81,0,,,,,,,,,,,,0,,0.0,79,,0,0,4.0,,,3
237,8.0,6,,PM,26,998798400,12,2001-08-26T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 26, 2001","Sun, 26 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,237,2001,69,0,22,0,0,,,rain,70,94,29.92,75,83,95,1997,5.0,7,66,83,29.83,68,69,66,1999,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,29.88,1,,,,,,,,,,,,0,,0.0,72,,0,0,3.0,,,2
238,8.0,2,,PM,27,998884800,12,2001-08-27T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 27, 2001","Mon, 27 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,238,2001,66,0,18,0,0,,,rain,68,100,29.95,69,83,95,2018,2.0,4,64,88,29.83,66,69,64,2005,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,29.89,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,2
239,8.0,4,,PM,28,998971200,12,2001-08-28T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 28, 2001","Tue, 28 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,239,2001,67,1,18,0,0,,,rain,68,100,29.89,71,83,96,2018,2.0,7,64,88,29.77,66,69,66,2001,0.0,0,,,,,,,,0.0,0.1,0.0,2018,,29.83,1,,,,,,,,,,,,0,,0.0,68,,0,0,1.0,,,2
240,8.0,6,,PM,29,999057600,12,2001-08-29T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 29, 2001","Wed, 29 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,240,2001,67,0,20,0,0,,,rain,70,100,29.86,73,83,98,2018,4.0,4,66,83,29.77,68,69,66,1998,1.0,0,,,,,,,,0.0,0.11,0.0,2018,,29.82,1,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,2
241,8.0,4,,PM,30,999144000,12,2001-08-30T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 30, 2001","Thu, 30 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,241,2001,67,0,18,0,0,,,rain,70,100,29.86,69,83,96,2018,4.0,9,66,88,29.77,68,69,66,1998,1.0,0,,,,,,,,0.0,0.11,0.0,2018,,29.81,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
242,8.0,4,,PM,31,999230400,12,2001-08-31T12:00:00+0800,00,8,August,Aug,"12:00 PM CST on August 31, 2001","Fri, 31 Aug 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,242,2001,67,0,18,0,0,,,rain,68,100,29.92,69,82,96,2018,6.0,7,66,88,29.83,68,69,66,1998,2.0,2,,,,,,,,0.0,0.11,0.0,2018,,29.87,1,,,,,,,,,,,,0,,0.0,68,,0,0,3.0,,,5
243,8.0,4,,PM,1,999316800,12,2001-09-01T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 01, 2001","Sat, 01 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,243,2001,67,0,20,0,0,,,rain,70,100,29.95,73,82,95,2002,3.0,7,66,83,29.83,66,69,64,2008,1.0,0,,,,,,,,0.0,0.11,0.0,2018,,29.88,1,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,3
244,8.0,2,,PM,2,999403200,12,2001-09-02T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 02, 2001","Sun, 02 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,244,2001,66,0,18,0,0,,,rain,68,94,29.92,69,82,95,2002,6.0,9,64,88,29.83,66,68,66,1998,1.0,0,,,,,,,,0.0,0.1,0.0,2018,,29.88,1,,,,,,,,,,,,0,,0.0,68,,0,0,3.0,,,3
245,8.0,4,,PM,3,999489600,12,2001-09-03T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 03, 2001","Mon, 03 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,245,2001,66,0,18,0,0,,,rain,68,94,30.06,71,82,95,2002,6.0,9,64,88,29.92,66,68,62,1998,2.0,0,,,,,,,,0.0,0.1,0.0,2018,,29.98,1,,,,,,,,,,,,0,,0.0,68,,0,0,4.0,,,6
246,7.0,6,,PM,4,999576000,12,2001-09-04T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 04, 2001","Tue, 04 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,246,2001,67,1,20,0,0,,,rain,70,100,30.04,77,82,95,2018,2.0,4,64,74,29.86,64,68,62,2013,0.0,0,,,,,,,,0.0,0.09,0.0,2018,,29.96,1,,,,,,,,,,,,0,,0.0,70,,0,0,1.0,,,2
247,7.0,7,,PM,5,999662400,12,2001-09-05T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 05, 2001","Wed, 05 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,247,2001,70,0,22,0,0,,,rain,72,100,29.95,78,82,91,2002,3.0,4,64,74,29.86,66,67,62,2013,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,29.9,1,,,,,,,,,,,,0,,0.0,72,,0,0,2.0,,,1
248,8.0,2,,PM,6,999748800,12,2001-09-06T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 06, 2001","Thu, 06 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,248,2001,66,0,18,0,0,,,rain,68,94,29.89,69,81,93,1997,4.0,7,64,88,29.77,66,67,62,2000,1.0,2,,,,,,,,0.0,0.09,0.0,2018,,29.84,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
249,8.0,4,,PM,7,999835200,12,2001-09-07T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 07, 2001","Fri, 07 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,249,2001,67,0,18,0,0,,,rain,68,100,30.01,71,81,95,1997,3.0,13,64,88,29.71,66,67,60,2000,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,29.84,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
250,8.0,9,,PM,8,999921600,12,2001-09-08T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 08, 2001","Sat, 08 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,250,2001,68,0,24,0,0,,,rain,72,100,30.06,82,81,95,1997,6.0,4,64,58,29.95,66,67,64,2004,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,30.0,1,,,,,,,,,,,,0,,0.0,74,,0,0,3.0,,,3
251,7.0,9,,PM,9,1000008000,12,2001-09-09T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 09, 2001","Sun, 09 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,251,2001,68,0,24,0,0,,,rain,70,100,30.04,80,80,95,1997,6.0,4,64,65,29.92,68,67,62,2004,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.97,1,,,,,,,,,,,,0,,0.0,74,,0,0,3.0,,,2
252,7.0,6,,PM,10,1000094400,12,2001-09-10T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 10, 2001","Mon, 10 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,252,2001,64,0,20,0,0,,,rain,66,94,30.06,77,80,93,1997,6.0,7,63,65,29.95,64,66,59,2006,2.0,2,,,,,,,,0.0,0.08,0.0,2018,,30.01,1,,,,,,,,,,,,0,,0.0,70,,0,0,4.0,,,3
253,8.0,2,,PM,11,1000180800,12,2001-09-11T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 11, 2001","Tue, 11 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,253,2001,65,0,18,0,0,,,rain,66,94,30.01,69,79,91,2016,6.0,4,64,83,29.89,66,66,60,2006,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.95,1,,,,,,,,,,,,0,,0.0,68,,0,0,3.0,,,2
254,8.0,2,,PM,12,1000267200,12,2001-09-12T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 12, 2001","Wed, 12 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,254,2001,65,0,18,0,0,,,rain,66,100,29.98,71,79,89,2005,6.0,7,64,83,29.89,64,66,64,2000,1.0,2,,,,,,,,0.0,0.08,0.0,2018,,29.95,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
255,8.0,4,,PM,13,1000353600,12,2001-09-13T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 13, 2001","Thu, 13 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,255,2001,66,1,18,0,0,,,rain,68,100,29.95,71,79,91,1998,2.0,4,64,83,29.83,66,66,64,1997,1.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.88,1,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
256,8.0,6,,PM,14,1000440000,12,2001-09-14T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 14, 2001","Fri, 14 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,256,2001,67,0,20,0,0,,,cloudy,68,94,29.95,73,79,91,1998,2.0,2,66,83,29.86,68,66,62,2002,1.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.89,0,,,,,,,,,,,,0,,0.0,70,,0,0,1.0,,,1
257,7.0,9,,PM,15,1000526400,12,2001-09-15T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 15, 2001","Sat, 15 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,257,2001,69,1,24,0,0,,,hazy,72,100,29.95,80,78,89,2000,3.0,7,66,70,29.8,68,66,59,2002,0.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.89,0,,,,,,,,,,,,0,,0.0,74,,0,0,2.0,,,2
258,7.0,10,,PM,16,1000612800,12,2001-09-16T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 16, 2001","Sun, 16 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,258,2001,71,0,26,0,0,,,mostlycloudy,73,100,29.92,82,78,87,2000,4.0,7,68,70,29.83,69,66,60,2012,1.0,0,,,,,,,,0.0,0.07,0.0,2018,,29.89,0,,,,,,,,,,,,0,,0.0,76,,0,0,2.0,,,2
259,8.0,10,,PM,17,1000699200,12,2001-09-17T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 17, 2001","Mon, 17 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,259,2001,67,0,24,0,0,,,rain,70,88,29.95,80,77,91,2010,6.0,9,66,61,29.8,69,65,60,2012,4.0,2,,,,,,,,0.0,0.07,0.0,2018,,29.87,1,,,,,,,,,,,,0,,0.0,74,,0,0,6.0,,,5
260,8.0,8,,PM,18,1000785600,12,2001-09-18T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 18, 2001","Tue, 18 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,260,2001,68,0,24,0,0,,,cloudy,70,94,29.86,78,77,93,2010,5.0,9,66,74,29.71,69,65,59,2012,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.78,0,,,,,,,,,,,,0,,0.0,74,,0,0,3.0,,,4
261,8.0,6,,PM,19,1000872000,12,2001-09-19T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 19, 2001","Wed, 19 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,261,2001,68,0,20,0,0,,,tstorms,70,94,29.86,73,76,93,2010,6.0,11,64,88,29.71,68,65,59,1997,1.0,0,,,,,,,,0.0,0.08,0.0,2018,,29.77,1,,,,,,,,,,,,0,,0.0,70,,1,0,3.0,,,4
262,8.0,2,,PM,20,1000958400,12,2001-09-20T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 20, 2001","Thu, 20 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,262,2001,64,0,17,0,0,,,rain,66,94,30.04,68,76,95,2010,5.0,13,64,88,29.89,66,65,59,1997,1.0,2,,,,,,,,0.0,0.08,0.0,2018,,29.95,1,,,,,,,,,,,,0,,0.0,67,,0,0,2.0,,,9
263,8.0,2,,PM,21,1001044800,12,2001-09-21T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 21, 2001","Fri, 21 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,263,2001,65,1,17,0,0,,,rain,66,100,30.06,68,75,87,2008,1.0,4,64,88,30.01,66,65,59,2011,0.0,0,,,,,,,,0.0,0.09,0.0,2018,,30.03,1,,,,,,,,,,,,0,,0.0,67,,0,0,1.0,,,1
264,8.0,4,,PM,22,1001131200,12,2001-09-22T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 22, 2001","Sat, 22 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,264,2001,67,0,18,0,0,,,rain,68,100,30.04,71,75,91,2008,1.0,2,66,88,29.95,66,65,59,2011,1.0,0,,,,,,,,0.0,0.09,0.0,2018,,30.01,1,,,,,,,,,,,,0,,0.0,68,,0,0,1.0,,,1
265,8.0,2,,PM,23,1001217600,12,2001-09-23T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 23, 2001","Sun, 23 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,265,2001,66,0,17,0,0,,,rain,66,94,30.04,68,75,86,2008,4.0,9,64,94,29.92,66,64,59,2002,1.0,2,,,,,,,,0.0,0.08,0.0,2018,,29.98,1,,,,,,,,,,,,0,,0.0,67,,0,0,2.0,,,5
266,8.0,0,,PM,24,1001304000,12,2001-09-24T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 24, 2001","Mon, 24 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,266,2001,63,0,15,0,0,,,rain,64,100,30.12,66,74,84,2013,6.0,11,61,83,29.98,64,64,57,2002,2.0,2,,,,,,,,0.0,0.08,0.0,2018,,30.05,1,,,,,,,,,,,,0,,0.0,65,,0,0,5.0,,,5
267,8.0,0,,PM,25,1001390400,12,2001-09-25T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 25, 2001","Tue, 25 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,267,2001,62,0,16,0,0,,,rain,63,94,30.09,69,74,84,2000,6.0,7,61,78,29.98,62,64,59,2002,2.0,0,,,,,,,,0.0,0.08,0.0,2018,,30.04,1,,,,,,,,,,,,0,,0.0,66,,0,0,3.0,,,3
268,8.0,2,,PM,26,1001476800,12,2001-09-26T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 26, 2001","Wed, 26 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,268,2001,63,0,18,0,0,,,rain,64,94,30.04,71,74,80,2010,6.0,7,61,78,29.95,64,64,57,1997,1.0,0,,,,,,,,0.0,0.07,0.0,2018,,30.01,1,,,,,,,,,,,,0,,0.0,68,,0,0,3.0,,,2
269,8.0,4,,PM,27,1001563200,12,2001-09-27T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 27, 2001","Thu, 27 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,269,2001,65,0,20,0,0,,,rain,66,94,30.09,73,74,86,2016,5.0,7,64,78,29.98,66,64,53,1997,1.0,0,,,,,,,,0.0,0.06,0.0,2018,,30.03,1,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,1
270,8.0,2,,PM,28,1001649600,12,2001-09-28T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 28, 2001","Fri, 28 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,270,2001,65,0,16,0,0,,,rain,66,100,30.06,69,73,86,2014,3.0,9,63,88,29.92,64,63,59,2013,1.0,0,,,,,,,,0.0,0.06,0.0,2018,,30.0,1,,,,,,,,,,,,0,,0.0,66,,0,0,2.0,,,2
271,7.0,4,,PM,29,1001736000,12,2001-09-29T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 29, 2001","Sat, 29 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,271,2001,65,0,20,0,0,,,rain,66,100,30.15,75,73,84,1998,6.0,13,63,73,30.01,64,63,60,1997,1.0,0,,,,,,,,0.0,0.06,0.0,2018,,30.08,1,,,,,,,,,,,,0,,0.0,70,,0,0,3.0,,,6
272,6.0,4,,PM,30,1001822400,12,2001-09-30T12:00:00+0800,00,9,September,Sep,"12:00 PM CST on September 30, 2001","Sun, 30 Sep 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,272,2001,65,0,20,0,0,,,partlysunny,66,100,30.18,75,72,84,2016,4.0,4,63,69,30.04,64,62,59,2011,2.0,0,,,,,,,,0.0,0.06,0.0,2018,,30.1,0,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,1
273,8.0,6,,PM,1,1001908800,12,2001-10-01T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 01, 2001","Mon, 01 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,273,2001,65,0,20,0,0,,,rain,66,94,30.06,75,72,89,2016,5.0,11,63,73,29.95,64,62,53,2004,1.0,0,,,,,,,,0.0,0.06,0.0,2018,,30.01,1,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,3
274,8.0,2,,PM,2,1001995200,12,2001-10-02T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 02, 2001","Tue, 02 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,274,2001,64,0,18,0,0,,,rain,66,94,30.15,73,72,89,2016,5.0,9,61,73,30.01,62,61,51,2004,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.06,1,,,,,,,,,,,,0,,0.0,68,,0,0,3.0,,,3
275,6.0,2,,PM,3,1002081600,12,2001-10-03T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 03, 2001","Wed, 03 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,275,2001,56,0,18,0,0,,,partlysunny,64,94,30.27,75,72,89,2016,6.0,13,46,36,30.09,59,61,57,2004,2.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.16,0,,,,,,,,,,,,0,,0.0,68,,0,0,3.0,,,3
276,6.0,1,,PM,4,1002168000,12,2001-10-04T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 04, 2001","Thu, 04 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,276,2001,59,0,16,0,0,,,partlysunny,63,94,30.15,73,72,87,2016,6.0,4,57,64,29.95,59,61,55,2004,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.08,0,,,,,,,,,,,,0,,0.0,66,,0,0,2.0,,,2
277,8.0,0,,PM,5,1002254400,12,2001-10-05T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 05, 2001","Fri, 05 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,277,2001,61,0,13,0,2,,,rain,63,100,29.98,66,72,86,2014,4.0,11,61,83,29.86,60,61,53,2004,1.0,4,,,,,,,,0.0,0.05,0.0,2018,,29.91,1,,,,,,,,,,,,0,,0.0,63,,0,0,2.0,,,6
278,8.0,0,,PM,6,1002340800,12,2001-10-06T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 06, 2001","Sat, 06 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Saturday,Sat,278,2001,60,0,12,0,3,,,rain,61,100,30.01,64,72,84,2000,6.0,9,59,88,29.89,60,61,55,2004,2.0,2,,,,,,,,0.0,0.06,0.0,2018,,29.94,1,,,,,,,,,,,,0,,0.0,62,,0,0,3.0,,,5
279,8.0,2,,PM,7,1002427200,12,2001-10-07T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 07, 2001","Sun, 07 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Sunday,Sun,279,2001,61,0,16,0,0,,,rain,64,94,30.06,73,72,84,2002,4.0,7,59,69,29.98,60,61,51,2004,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.01,1,,,,,,,,,,,,0,,0.0,66,,0,0,2.0,,,2
280,7.0,4,,PM,8,1002513600,12,2001-10-08T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 08, 2001","Mon, 08 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Monday,Mon,280,2001,65,0,20,0,0,,,mostlycloudy,66,94,30.18,75,71,86,2013,5.0,4,63,69,30.06,64,60,59,2002,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.12,0,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,2
281,6.0,7,,PM,9,1002600000,12,2001-10-09T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 09, 2001","Tue, 09 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Tuesday,Tue,281,2001,65,0,22,0,0,,,partlysunny,66,100,30.18,80,71,84,2013,6.0,7,63,61,29.95,64,60,57,2007,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,30.07,0,,,,,,,,,,,,0,,0.0,72,,0,0,3.0,,,2
282,6.0,6,,PM,10,1002686400,12,2001-10-10T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 10, 2001","Wed, 10 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Wednesday,Wed,282,2001,65,0,20,0,0,,,partlysunny,66,94,30.04,77,71,86,2013,4.0,7,63,69,29.89,64,60,51,2018,1.0,0,,,,,,,,0.0,0.05,0.0,2018,,29.97,0,,,,,,,,,,,,0,,0.0,70,,0,0,2.0,,,2
283,8.0,4,,PM,11,1002772800,12,2001-10-11T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 11, 2001","Thu, 11 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Thursday,Thu,283,2001,64,0,18,0,0,,,cloudy,64,94,30.01,71,70,86,2013,2.0,7,63,73,29.92,66,59,57,2017,1.0,0,,,,,,,,0.0,0.04,0.0,2018,,29.96,0,,,,,,,,,,,,0,,0.0,68,,0,0,2.0,,,3
284,8.0,2,,PM,12,1002859200,12,2001-10-12T12:00:00+0800,00,10,October,Oct,"12:00 PM CST on October 12, 2001","Fri, 12 Oct 2001 12:00:00 +0800",0,Asia/Shanghai,8.0,+0800,CST,Friday,Fri,284,2001,61,0,16,0,0,,,rain,63,88,30.04,69,70,84,2013,6.0,11,59,73,29.92,64,59,57,2000,1.0,2,,,,,,,,0.0,0.04,0.0,2018,,29.97,1,,,,,,,,,,,,0,,0.0,66,,0,0,3.0,,,5
